Producto,Cantidad,Precio_Unitario,Fecha_Venta,Vendedor
Laptop,1,156 USD,01-01-2026,Ana Martínez
Mouse,5,424 USD,01-01-2026,Andrés Benítez
Mouse,cuatro,582 USD,2026.01.01,Pedro Gómez
Mouse,1,364 USD,2026-01-01,Juan Pérez
Mouse, 2,570 USD,01-01-2026,Facundo Acosta
Monitor,cuatro,39 USD,2026-01-01,Diego Díaz
Teclado,cuatro,493 USD,01-01-2026,Ana Martínez
Mouse,3 ,706 USD,01-01-2026,Carlos López
Laptop,cuatro,76 USD,01-01-2026,Elena Torres
Mouse,5,905 USD,01-01-2026,Andrés Benítez
Teclado,3 ,214 USD,01-01-2026,Luis Fernández
Mouse,1,346 USD,01-01-2026,Pedro Gómez
Mouse,3 ,88 USD,01-01-2026,Diego Díaz
Laptop,cuatro,486 USD,01-01-2026,Andrés Benítez
Teclado,1,958 USD,01-01-2026,Diego Díaz
Laptop,5,256 USD,01-01-2026,Lucía Sánchez
Laptop, 2,519 USD,2026.01.01,María García
Teclado,3 ,610 USD,01-01-2026,Valeria Sosa
Teclado, 2,682 USD,2026-01-01,Valeria Sosa
Mouse, 2,606 USD,2026-01-01,Diego Díaz
Teclado,1,443 USD,01-01-2026,Juan Pérez
Mouse, 2,142 USD,2026.01.01,Diego Díaz
Mouse,5,445 USD,2026-01-01,Diego Díaz
Laptop,cuatro,416 USD,2026-01-01,Lucía Sánchez
Laptop,cuatro,449 USD,2026.01.01,Juan Pérez
Teclado,cuatro,395 USD,2026-01-01,Juan Pérez
Laptop,3 ,114 USD,01-01-2026,María García
Monitor,3 ,805 USD,01-01-2026,Ana Martínez
Mouse,5,646 USD,2026-01-01,Andrés Benítez
Monitor,3 ,614 USD,01-01-2026,Jorge Romero
Monitor,1,867 USD,2026-01-01,Andrés Benítez
Laptop,3 ,93 USD,01-01-2026,Carlos López
Monitor,cuatro,420 USD,01-01-2026,Lucía Sánchez
Teclado, 2,748 USD,01-01-2026,Juan Pérez
Laptop,5,69 USD,01-01-2026,María García
Laptop,cuatro,764 USD,2026.01.01,Carlos López
Teclado,1,461 USD,01-01-2026,Ana Martínez
Mouse,3 ,680 USD,2026-01-01,Elena Torres
Laptop,cuatro,723 USD,2026.01.01,Ana Martínez
Laptop,5,759 USD,01-01-2026,Luis Fernández
Laptop,3 ,842 USD,01-01-2026,Lucía Sánchez
Mouse, 2,321 USD,2026-01-01,Diego Díaz
Teclado,cuatro,437 USD,2026.01.01,Elena Torres
Teclado,1,470 USD,2026.01.01,Elena Torres
Laptop,1,103 USD,01-01-2026,María García
Laptop,1,842 USD,2026.01.01,Lucía Sánchez
Teclado, 2,220 USD,2026-01-01,Facundo Acosta
Monitor,5,498 USD,01-01-2026,Ana Martínez
Teclado,cuatro,721 USD,01-01-2026,Lucía Sánchez
Mouse,3 ,696 USD,01-01-2026,Valeria Sosa
Monitor, 2,225 USD,2026-01-01,Sofía Giménez
Laptop,5,952 USD,01-01-2026,Diego Díaz
Laptop,cuatro,530 USD,01-01-2026,Elena Torres
Monitor,5,658 USD,2026-01-01,Sara Ruiz
Laptop,3 ,420 USD,01-01-2026,Elena Torres
Laptop, 2,510 USD,2026-01-01,Elena Torres
Mouse,3 ,68 USD,2026-01-01,Sofía Giménez
Laptop,cuatro,187 USD,01-01-2026,Facundo Acosta
Mouse,1,92 USD,2026.01.01,Elena Torres
Teclado,5,763 USD,2026.01.01,Elena Torres
Mouse, 2,643 USD,2026.01.01,Andrés Benítez
Teclado,1,508 USD,01-01-2026,Pedro Gómez
Teclado,cuatro,113 USD,2026-01-01,Andrés Benítez
Mouse,3 ,443 USD,2026.01.01,María García
Teclado,1,369 USD,01-01-2026,Jorge Romero
Monitor,cuatro,554 USD,2026-01-01,Pedro Gómez
Teclado,5,993 USD,2026-01-01,Sofía Giménez
Teclado,1,681 USD,2026.01.01,Andrés Benítez
Laptop,cuatro,292 USD,01-01-2026,Ana Martínez
Monitor, 2,639 USD,2026.01.01,Luis Fernández
Teclado,cuatro,175 USD,2026-01-01,María García
Laptop,1,916 USD,2026-01-01,Luis Fernández
Mouse,1,183 USD,2026-01-01,Diego Díaz
Teclado, 2,554 USD,2026-01-01,Lucía Sánchez
Mouse,1,445 USD,01-01-2026,Carlos López
Teclado,3 ,579 USD,01-01-2026,Andrés Benítez
Monitor,cuatro,604 USD,2026-01-01,Juan Pérez
Monitor,1,265 USD,2026-01-01,María García
Monitor,1,55 USD,01-01-2026,María García
Laptop,5,65 USD,2026.01.01,Andrés Benítez
Laptop,5,45 USD,2026.01.01,Luis Fernández
Mouse,1,548 USD,2026.01.01,Facundo Acosta
Laptop,cuatro,215 USD,2026.01.01,Diego Díaz
Teclado, 2,610 USD,01-01-2026,Sofía Giménez
Teclado, 2,622 USD,2026.01.01,Jorge Romero
Teclado,3 ,576 USD,2026.01.01,Luis Fernández
Teclado,3 ,93 USD,2026-01-01,Ana Martínez
Laptop,1,342 USD,2026.01.01,Jorge Romero
Laptop,3 ,289 USD,01-01-2026,Juan Pérez
Teclado,3 ,440 USD,2026-01-01,Facundo Acosta
Teclado,5,105 USD,01-01-2026,Pedro Gómez
Monitor,1,359 USD,01-01-2026,Facundo Acosta
Laptop,5,528 USD,2026.01.01,Sofía Giménez
Mouse,1,177 USD,2026.01.01,Juan Pérez
Laptop,cuatro,772 USD,2026.01.01,Sofía Giménez
Teclado,5,733 USD,01-01-2026,Ana Martínez
Monitor,3 ,817 USD,2026-01-01,Pedro Gómez
Teclado, 2,610 USD,01-01-2026,Luis Fernández
Mouse,5,449 USD,2026-01-01,Valeria Sosa
Teclado,3 ,400 USD,2026-01-01,Diego Díaz
Monitor,cuatro,776 USD,2026.01.01,Andrés Benítez
Teclado,3 ,463 USD,01-01-2026,Luis Fernández
Monitor,5,704 USD,01-01-2026,Ana Martínez
Teclado,3 ,996 USD,2026.01.01,Elena Torres
Monitor,3 ,387 USD,2026-01-01,Sofía Giménez
Laptop,cuatro,884 USD,2026-01-01,Juan Pérez
Laptop, 2,924 USD,2026.01.01,Elena Torres
Mouse,5,437 USD,2026-01-01,Ana Martínez
Monitor,cuatro,295 USD,2026-01-01,Jorge Romero
Mouse,3 ,322 USD,2026.01.01,Lucía Sánchez
Teclado,5,770 USD,2026-01-01,Jorge Romero
Teclado,cuatro,212 USD,2026-01-01,Lucía Sánchez
Teclado,3 ,255 USD,2026.01.01,Diego Díaz
Monitor,1,846 USD,2026-01-01,Elena Torres
Laptop,cuatro,913 USD,2026.01.01,Carlos López
Mouse,3 ,772 USD,01-01-2026,Ana Martínez
Monitor,3 ,386 USD,01-01-2026,Pedro Gómez
Teclado,cuatro,413 USD,2026-01-01,Valeria Sosa
Laptop,3 ,924 USD,2026.01.01,María García
Monitor,cuatro,665 USD,01-01-2026,Lucía Sánchez
Mouse,cuatro,114 USD,2026-01-01,Sara Ruiz
Laptop,5,323 USD,01-01-2026,Valeria Sosa
Teclado,cuatro,420 USD,01-01-2026,Luis Fernández
Laptop,cuatro,560 USD,2026-01-01,Facundo Acosta
Laptop,5,526 USD,2026.01.01,Carlos López
Mouse,3 ,595 USD,2026-01-01,Elena Torres
Monitor,1,662 USD,2026.01.01,Valeria Sosa
Teclado,cuatro,566 USD,01-01-2026,Lucía Sánchez
Monitor,cuatro,617 USD,2026-01-01,Elena Torres
Laptop,cuatro,90 USD,2026-01-01,Diego Díaz
Mouse, 2,948 USD,2026.01.01,Valeria Sosa
Monitor, 2,841 USD,2026.01.01,Luis Fernández
Laptop, 2,131 USD,2026-01-01,Ana Martínez
Laptop,3 ,323 USD,01-01-2026,Andrés Benítez
Teclado,1,299 USD,2026.01.01,Lucía Sánchez
Mouse,3 ,995 USD,2026.01.01,Valeria Sosa
Mouse,3 ,529 USD,01-01-2026,Jorge Romero
Mouse,5,293 USD,2026.01.01,Diego Díaz
Teclado,1,54 USD,2026.01.01,Carlos López
Teclado, 2,912 USD,01-01-2026,Jorge Romero
Laptop,5,434 USD,01-01-2026,Andrés Benítez
Monitor,cuatro,645 USD,01-01-2026,Pedro Gómez
Monitor,3 ,936 USD,2026.01.01,Elena Torres
Laptop, 2,802 USD,2026-01-01,Ana Martínez
Teclado,1,590 USD,2026.01.01,Pedro Gómez
Teclado, 2,880 USD,2026-01-01,Carlos López
Monitor,1,74 USD,2026-01-01,Juan Pérez
Teclado, 2,938 USD,01-01-2026,Valeria Sosa
Monitor,1,876 USD,2026-01-01,Diego Díaz
Laptop, 2,861 USD,2026.01.01,Carlos López
Monitor,cuatro,354 USD,2026-01-01,María García
Teclado,3 ,234 USD,2026.01.01,Sofía Giménez
Mouse,5,87 USD,2026-01-01,Sofía Giménez
Monitor,3 ,789 USD,2026-01-01,María García
Laptop,5,97 USD,2026-01-01,Facundo Acosta
Teclado,1,228 USD,2026.01.01,Luis Fernández
Mouse,5,386 USD,2026.01.01,Sofía Giménez
Teclado, 2,290 USD,2026.01.01,Juan Pérez
Mouse,5,847 USD,2026-01-01,Elena Torres
Monitor,1,123 USD,01-01-2026,Jorge Romero
Mouse,cuatro,106 USD,2026-01-01,Ana Martínez
Laptop,5,561 USD,01-01-2026,Carlos López
Mouse, 2,670 USD,2026.01.01,Elena Torres
Monitor,5,343 USD,01-01-2026,Carlos López
Mouse,cuatro,241 USD,01-01-2026,Andrés Benítez
Mouse,1,307 USD,2026.01.01,Jorge Romero
Teclado,3 ,502 USD,2026-01-01,Juan Pérez
Monitor,1,818 USD,01-01-2026,María García
Laptop, 2,706 USD,2026-01-01,Pedro Gómez
Mouse,cuatro,921 USD,2026-01-01,Luis Fernández
Monitor,5,591 USD,2026-01-01,Carlos López
Laptop,1,276 USD,2026-01-01,Lucía Sánchez
Mouse,5,453 USD,01-01-2026,Diego Díaz
Laptop,1,265 USD,01-01-2026,Luis Fernández
Mouse,5,13 USD,2026-01-01,Elena Torres
Laptop,5,987 USD,2026.01.01,Luis Fernández
Mouse,3 ,242 USD,2026.01.01,Juan Pérez
Monitor,cuatro,540 USD,2026-01-01,Jorge Romero
Teclado,5,655 USD,2026-01-01,Sofía Giménez
Mouse,1,369 USD,2026.01.01,Pedro Gómez
Laptop,1,569 USD,2026-01-01,Facundo Acosta
Laptop, 2,170 USD,2026-01-01,Pedro Gómez
Mouse,5,344 USD,2026-01-01,Juan Pérez
Teclado,3 ,84 USD,2026.01.01,Carlos López
Laptop,3 ,191 USD,01-01-2026,Lucía Sánchez
Teclado,5,659 USD,2026.01.01,Juan Pérez
Teclado,1,115 USD,2026.01.01,Valeria Sosa
Laptop,cuatro,562 USD,2026.01.01,Sofía Giménez
Monitor,cuatro,693 USD,01-01-2026,María García
Teclado,1,839 USD,01-01-2026,Pedro Gómez
Teclado, 2,633 USD,01-01-2026,Andrés Benítez
Monitor,cuatro,572 USD,2026.01.01,Ana Martínez
Mouse,cuatro,383 USD,01-01-2026,Carlos López
Monitor,cuatro,818 USD,2026-01-01,Carlos López
Laptop, 2,234 USD,2026.01.01,María García
Teclado, 2,283 USD,2026-01-01,Elena Torres
Teclado,1,992 USD,2026.01.01,Luis Fernández
Monitor,5,145 USD,2026.01.01,María García
Monitor, 2,733 USD,2026.01.01,Ana Martínez
Monitor,1,496 USD,2026.01.01,Ana Martínez
Mouse,5,347 USD,2026.01.01,Facundo Acosta
Monitor,3 ,227 USD,01-01-2026,Facundo Acosta
Mouse,cuatro,78 USD,01-01-2026,Pedro Gómez
Monitor,1,802 USD,2026.01.01,Carlos López
Laptop,1,480 USD,2026.01.01,Lucía Sánchez
Mouse, 2,20 USD,01-01-2026,Valeria Sosa
Laptop,5,220 USD,2026.01.01,Ana Martínez
Mouse,3 ,932 USD,01-01-2026,Pedro Gómez
Laptop,1,896 USD,2026-01-01,Pedro Gómez
Laptop,1,734 USD,01-01-2026,Valeria Sosa
Mouse,cuatro,650 USD,2026.01.01,Lucía Sánchez
Laptop, 2,912 USD,2026.01.01,Juan Pérez
Laptop,1,208 USD,2026.01.01,Jorge Romero
Laptop,cuatro,858 USD,2026-01-01,Jorge Romero
Teclado,1,686 USD,2026-01-01,Jorge Romero
Mouse,1,39 USD,2026-01-01,Sofía Giménez
Mouse,cuatro,996 USD,01-01-2026,Lucía Sánchez
Laptop,3 ,71 USD,2026-01-01,Carlos López
Monitor,5,255 USD,01-01-2026,Sofía Giménez
Laptop,1,364 USD,01-01-2026,Lucía Sánchez
Mouse,3 ,123 USD,01-01-2026,Ana Martínez
Mouse,cuatro,936 USD,2026-01-01,Lucía Sánchez
Teclado,5,940 USD,2026-01-01,Luis Fernández
Monitor,cuatro,97 USD,01-01-2026,Elena Torres
Teclado, 2,848 USD,01-01-2026,Elena Torres
Monitor,1,233 USD,2026.01.01,Andrés Benítez
Mouse,3 ,687 USD,2026-01-01,Andrés Benítez
Monitor,3 ,156 USD,01-01-2026,Facundo Acosta
Teclado,1,340 USD,2026.01.01,Facundo Acosta
Teclado,3 ,198 USD,2026.01.01,Carlos López
Laptop,5,264 USD,01-01-2026,Ana Martínez
Teclado,cuatro,600 USD,2026.01.01,Ana Martínez
Mouse, 2,475 USD,01-01-2026,Jorge Romero
Laptop,5,588 USD,01-01-2026,Elena Torres
Monitor,cuatro,489 USD,2026.01.01,Andrés Benítez
Mouse,1,830 USD,2026-01-01,Valeria Sosa
Monitor,3 ,397 USD,01-01-2026,Juan Pérez
Teclado,1,959 USD,2026-01-01,Sofía Giménez
Teclado,3 ,657 USD,01-01-2026,Facundo Acosta
Laptop, 2,996 USD,01-01-2026,Luis Fernández
Mouse,1,778 USD,2026-01-01,Jorge Romero
Monitor,5,830 USD,01-01-2026,Sofía Giménez
Monitor, 2,741 USD,2026-01-01,Sara Ruiz
Teclado,5,221 USD,2026.01.01,Pedro Gómez
Teclado,cuatro,639 USD,2026-01-01,Sofía Giménez
Monitor, 2,893 USD,01-01-2026,Sara Ruiz
Mouse,cuatro,184 USD,2026-01-01,Luis Fernández
Laptop,cuatro,564 USD,2026.01.01,Ana Martínez
Laptop,3 ,305 USD,2026.01.01,Valeria Sosa
Monitor,3 ,581 USD,2026-01-01,Sara Ruiz
Laptop,cuatro,464 USD,01-01-2026,Jorge Romero
Mouse,1,932 USD,2026-01-01,Jorge Romero
Teclado,cuatro,733 USD,01-01-2026,Valeria Sosa
Mouse,cuatro,58 USD,01-01-2026,Valeria Sosa
Teclado, 2,295 USD,2026-01-01,María García
Monitor,cuatro,360 USD,2026.01.01,Luis Fernández
Teclado,cuatro,615 USD,2026.01.01,Facundo Acosta
Monitor,3 ,853 USD,01-01-2026,Diego Díaz
Mouse,cuatro,14 USD,2026-01-01,Pedro Gómez
Teclado,3 ,726 USD,2026.01.01,Luis Fernández
Monitor,3 ,555 USD,2026.01.01,Andrés Benítez
Mouse,3 ,859 USD,01-01-2026,Valeria Sosa
Laptop,5,246 USD,2026-01-01,Andrés Benítez
Monitor, 2,257 USD,2026-01-01,Ana Martínez
Mouse,cuatro,704 USD,01-01-2026,Valeria Sosa
Monitor,cuatro,856 USD,2026-01-01,Lucía Sánchez
Monitor,1,232 USD,01-01-2026,Sofía Giménez
Laptop,cuatro,616 USD,2026.01.01,Carlos López
Laptop,cuatro,803 USD,01-01-2026,Ana Martínez
Teclado,1,444 USD,2026-01-01,Pedro Gómez
Teclado,1,838 USD,2026-01-01,Luis Fernández
Monitor,cuatro,496 USD,2026.01.01,Luis Fernández
Mouse,1,606 USD,2026.01.01,Luis Fernández
Mouse,cuatro,698 USD,2026.01.01,Facundo Acosta
Laptop,1,344 USD,2026-01-01,Lucía Sánchez
Teclado,cuatro,800 USD,01-01-2026,Elena Torres
Mouse, 2,128 USD,2026-01-01,Elena Torres
Laptop,1,431 USD,2026-01-01,Diego Díaz
Monitor,3 ,179 USD,2026.01.01,Facundo Acosta
Laptop,cuatro,288 USD,2026.01.01,Elena Torres
Laptop,5,17 USD,2026.01.01,María García
Teclado,5,862 USD,2026-01-01,Luis Fernández
Monitor,3 ,340 USD,2026-01-01,Sara Ruiz
Laptop,3 ,848 USD,2026-01-01,Jorge Romero
Teclado,3 ,840 USD,2026.01.01,Jorge Romero
Mouse,cuatro,566 USD,01-01-2026,Jorge Romero
Laptop,1,731 USD,01-01-2026,Elena Torres
Laptop, 2,60 USD,2026.01.01,Sara Ruiz
Laptop,5,506 USD,01-01-2026,Juan Pérez
Mouse, 2,425 USD,2026.01.01,Sofía Giménez
Monitor,5,971 USD,01-01-2026,Carlos López
Laptop, 2,900 USD,2026-01-01,Carlos López
Laptop,1,102 USD,01-01-2026,Jorge Romero
Monitor, 2,528 USD,2026.01.01,Carlos López
Mouse,cuatro,190 USD,2026-01-01,Lucía Sánchez
Laptop,1,139 USD,01-01-2026,Facundo Acosta
Monitor,1,487 USD,2026-01-01,Pedro Gómez
Mouse,5,503 USD,01-01-2026,Facundo Acosta
Laptop, 2,562 USD,01-01-2026,Elena Torres
Monitor,5,115 USD,01-01-2026,Luis Fernández
Teclado,1,585 USD,2026-01-01,Elena Torres
Mouse,1,991 USD,2026-01-01,Juan Pérez
Monitor,3 ,788 USD,2026-01-01,Lucía Sánchez
Laptop,3 ,110 USD,2026.01.01,Ana Martínez
Laptop,3 ,450 USD,01-01-2026,Sara Ruiz
Laptop,cuatro,524 USD,2026-01-01,Pedro Gómez
Teclado,cuatro,703 USD,01-01-2026,Sara Ruiz
Teclado, 2,764 USD,01-01-2026,Andrés Benítez
Teclado,1,424 USD,2026-01-01,Sofía Giménez
Mouse,1,760 USD,2026.01.01,Pedro Gómez
Teclado,1,858 USD,01-01-2026,Sara Ruiz
Monitor,1,201 USD,2026.01.01,Jorge Romero
Laptop,cuatro,174 USD,2026-01-01,Sofía Giménez
Monitor,cuatro,48 USD,2026.01.01,María García
Mouse,5,385 USD,2026.01.01,Valeria Sosa
Mouse, 2,626 USD,2026-01-01,Luis Fernández
Mouse,5,824 USD,01-01-2026,Andrés Benítez
Monitor,3 ,910 USD,2026-01-01,Valeria Sosa
Monitor,3 ,924 USD,2026.01.01,Facundo Acosta
Mouse,3 ,798 USD,01-01-2026,Ana Martínez
Teclado, 2,343 USD,2026-01-01,Ana Martínez
Teclado,1,157 USD,01-01-2026,Juan Pérez
Teclado,3 ,672 USD,2026-01-01,Diego Díaz
Monitor, 2,660 USD,2026.01.01,Pedro Gómez
Mouse,1,443 USD,01-01-2026,Valeria Sosa
Mouse,1,941 USD,2026.01.01,Andrés Benítez
Monitor, 2,884 USD,01-01-2026,Lucía Sánchez
Mouse,cuatro,405 USD,2026.01.01,Sofía Giménez
Teclado,cuatro,382 USD,01-01-2026,Diego Díaz
Laptop, 2,246 USD,2026-01-01,Luis Fernández
Mouse,cuatro,796 USD,2026.01.01,Sara Ruiz
Mouse,3 ,309 USD,01-01-2026,Jorge Romero
Laptop,1,737 USD,2026.01.01,Sofía Giménez
Laptop, 2,449 USD,2026.01.01,Carlos López
Monitor,cuatro,692 USD,01-01-2026,Elena Torres
Monitor,cuatro,694 USD,2026.01.01,Luis Fernández
Laptop, 2,676 USD,2026-01-01,Carlos López
Monitor,5,101 USD,01-01-2026,Diego Díaz
Teclado, 2,810 USD,01-01-2026,Valeria Sosa
Mouse,5,134 USD,01-01-2026,Andrés Benítez
Mouse,cuatro,600 USD,2026-01-01,Diego Díaz
Mouse, 2,734 USD,2026-01-01,Pedro Gómez
Teclado,cuatro,287 USD,2026.01.01,Luis Fernández
Laptop,1,764 USD,2026-01-01,Jorge Romero
Mouse,5,272 USD,2026-01-01,Sofía Giménez
Monitor, 2,692 USD,01-01-2026,Sofía Giménez
Mouse,3 ,130 USD,01-01-2026,Juan Pérez
Teclado,3 ,982 USD,2026.01.01,Valeria Sosa
Monitor, 2,148 USD,01-01-2026,Sara Ruiz
Laptop,cuatro,362 USD,01-01-2026,Pedro Gómez
Monitor, 2,957 USD,2026-01-01,María García
Monitor, 2,879 USD,2026.01.01,Valeria Sosa
Teclado,5,822 USD,01-01-2026,Valeria Sosa
Teclado,1,539 USD,2026.01.01,Elena Torres
Mouse,cuatro,325 USD,2026.01.01,Andrés Benítez
Teclado, 2,110 USD,2026.01.01,Ana Martínez
Laptop, 2,381 USD,2026-01-01,Carlos López
Laptop,cuatro,866 USD,01-01-2026,Andrés Benítez
Teclado,cuatro,643 USD,2026-01-01,Ana Martínez
Laptop,cuatro,280 USD,2026-01-01,Luis Fernández
Laptop,1,605 USD,01-01-2026,Elena Torres
Teclado,5,113 USD,2026-01-01,Sara Ruiz
Mouse, 2,790 USD,2026.01.01,Juan Pérez
Laptop,1,280 USD,2026.01.01,María García
Laptop,cuatro,379 USD,01-01-2026,Juan Pérez
Teclado,cuatro,432 USD,2026.01.01,Elena Torres
Monitor, 2,919 USD,2026.01.01,Pedro Gómez
Monitor,cuatro,672 USD,01-01-2026,Valeria Sosa
Laptop,5,855 USD,2026-01-01,Ana Martínez
Mouse,1,35 USD,2026.01.01,María García
Monitor,cuatro,748 USD,01-01-2026,Sara Ruiz
Teclado,1,785 USD,01-01-2026,Diego Díaz
Mouse, 2,220 USD,2026.01.01,Juan Pérez
Teclado,cuatro,591 USD,2026.01.01,Jorge Romero
Laptop,1,779 USD,2026-01-01,Sofía Giménez
Teclado,cuatro,495 USD,2026.01.01,Diego Díaz
Laptop,3 ,813 USD,2026.01.01,Diego Díaz
Monitor, 2,160 USD,01-01-2026,Luis Fernández
Mouse, 2,446 USD,2026-01-01,Lucía Sánchez
Teclado, 2,859 USD,2026-01-01,Carlos López
Teclado,cuatro,430 USD,2026-01-01,Luis Fernández
Mouse,3 ,478 USD,2026-01-01,Jorge Romero
Laptop,3 ,247 USD,2026-01-01,Sara Ruiz
Monitor,cuatro,766 USD,01-01-2026,Sofía Giménez
Monitor,3 ,614 USD,01-01-2026,Ana Martínez
Mouse,5,951 USD,01-01-2026,Lucía Sánchez
Teclado,5,389 USD,01-01-2026,Lucía Sánchez
Mouse,cuatro,52 USD,2026-01-01,Carlos López
Mouse,3 ,962 USD,01-01-2026,Luis Fernández
Mouse,5,309 USD,2026.01.01,Facundo Acosta
Teclado, 2,707 USD,2026.01.01,Facundo Acosta
Teclado,5,841 USD,2026.01.01,Juan Pérez
Mouse,cuatro,112 USD,01-01-2026,Diego Díaz
Mouse,cuatro,332 USD,01-01-2026,Sara Ruiz
Laptop,1,432 USD,2026.01.01,Sara Ruiz
Mouse,1,428 USD,2026-01-01,Valeria Sosa
Teclado,1,340 USD,2026.01.01,María García
Laptop,cuatro,92 USD,01-01-2026,Jorge Romero
Monitor,5,264 USD,01-01-2026,Lucía Sánchez
Laptop,5,590 USD,01-01-2026,Diego Díaz
Mouse,3 ,654 USD,2026.01.01,Ana Martínez
Mouse, 2,229 USD,2026-01-01,Pedro Gómez
Mouse, 2,443 USD,2026-01-01,Sofía Giménez
Laptop, 2,959 USD,2026-01-01,Luis Fernández
Teclado,1,195 USD,2026.01.01,Diego Díaz
Monitor,5,381 USD,2026-01-01,Sara Ruiz
Monitor, 2,667 USD,2026.01.01,Valeria Sosa
Monitor,3 ,620 USD,2026.01.01,Valeria Sosa
Monitor, 2,57 USD,2026.01.01,Elena Torres
Monitor,3 ,152 USD,2026-01-01,Jorge Romero
Monitor,5,400 USD,2026-01-01,Facundo Acosta
Mouse, 2,772 USD,2026-01-01,Ana Martínez
Monitor, 2,202 USD,01-01-2026,Pedro Gómez
Monitor,1,264 USD,2026.01.01,Facundo Acosta
Teclado,5,958 USD,2026-01-01,Pedro Gómez
Teclado,cuatro,634 USD,01-01-2026,Elena Torres
Laptop,5,198 USD,01-01-2026,Valeria Sosa
Mouse, 2,730 USD,2026.01.01,Lucía Sánchez
Teclado,5,607 USD,2026.01.01,Ana Martínez
Monitor,cuatro,246 USD,2026-01-01,Diego Díaz
Monitor,1,373 USD,2026.01.01,Sara Ruiz
Monitor,3 ,556 USD,2026.01.01,Juan Pérez
Mouse,3 ,915 USD,2026.01.01,Facundo Acosta
Laptop,1,224 USD,01-01-2026,Jorge Romero
Monitor,cuatro,441 USD,2026.01.01,Valeria Sosa
Laptop, 2,971 USD,01-01-2026,Sofía Giménez
Mouse,cuatro,367 USD,2026-01-01,Sara Ruiz
Laptop, 2,448 USD,2026.01.01,Lucía Sánchez
Laptop,3 ,341 USD,2026.01.01,Jorge Romero
Teclado,3 ,99 USD,2026-01-01,Sara Ruiz
Mouse,cuatro,154 USD,01-01-2026,Lucía Sánchez
Monitor,1,545 USD,2026.01.01,Luis Fernández
Mouse, 2,725 USD,01-01-2026,Jorge Romero
Laptop,5,119 USD,01-01-2026,Ana Martínez
Mouse,3 ,127 USD,2026.01.01,Facundo Acosta
Mouse,5,802 USD,2026-01-01,Pedro Gómez
Laptop, 2,346 USD,2026-01-01,Carlos López
Mouse,1,349 USD,01-01-2026,Andrés Benítez
Laptop, 2,79 USD,2026-01-01,Facundo Acosta
Laptop,3 ,158 USD,01-01-2026,María García
Teclado,5,314 USD,01-01-2026,Pedro Gómez
Monitor,5,54 USD,2026-01-01,Valeria Sosa
Laptop,5,443 USD,2026.01.01,Sofía Giménez
Mouse,3 ,173 USD,2026-01-01,Facundo Acosta
Laptop,5,990 USD,2026.01.01,María García
Monitor,cuatro,970 USD,01-01-2026,Valeria Sosa
Teclado,1,958 USD,2026.01.01,Luis Fernández
Monitor,5,342 USD,2026-01-01,María García
Monitor,cuatro,10 USD,2026-01-01,Juan Pérez
Teclado,cuatro,147 USD,2026-01-01,Lucía Sánchez
Monitor,5,445 USD,01-01-2026,Luis Fernández
Teclado,cuatro,949 USD,2026.01.01,Luis Fernández
Monitor,3 ,216 USD,2026-01-01,Elena Torres
Teclado,1,40 USD,01-01-2026,Carlos López
Laptop,3 ,783 USD,2026-01-01,Elena Torres
Laptop,1,474 USD,2026-01-01,Sofía Giménez
Teclado,3 ,899 USD,2026.01.01,Valeria Sosa
Laptop, 2,682 USD,2026-01-01,Diego Díaz
Teclado,cuatro,65 USD,2026.01.01,Elena Torres
Laptop,cuatro,468 USD,01-01-2026,Elena Torres
Laptop,3 ,229 USD,2026-01-01,Luis Fernández
Monitor,5,621 USD,01-01-2026,Lucía Sánchez
Laptop,1,843 USD,2026-01-01,Jorge Romero
Teclado,cuatro,410 USD,01-01-2026,Elena Torres
Monitor,cuatro,492 USD,2026.01.01,Ana Martínez
Teclado,3 ,472 USD,2026.01.01,Diego Díaz
Mouse,3 ,903 USD,2026-01-01,Elena Torres
Monitor, 2,957 USD,2026.01.01,Sofía Giménez
Laptop,5,634 USD,2026-01-01,Facundo Acosta
Mouse, 2,884 USD,2026.01.01,Elena Torres
Monitor,5,972 USD,2026.01.01,Elena Torres
Teclado,1,129 USD,01-01-2026,Andrés Benítez
Teclado, 2,888 USD,01-01-2026,Juan Pérez
Teclado, 2,70 USD,01-01-2026,María García
Teclado, 2,372 USD,2026-01-01,Diego Díaz
Laptop, 2,256 USD,01-01-2026,Carlos López
Laptop,cuatro,339 USD,2026-01-01,Diego Díaz
Monitor,cuatro,417 USD,2026-01-01,Diego Díaz
Teclado, 2,13 USD,01-01-2026,Sofía Giménez
Laptop,cuatro,282 USD,2026.01.01,Sara Ruiz
Teclado,cuatro,780 USD,2026-01-01,Sofía Giménez
Teclado, 2,939 USD,01-01-2026,Facundo Acosta
Mouse,3 ,582 USD,01-01-2026,Andrés Benítez
Teclado, 2,980 USD,2026-01-01,Facundo Acosta
Mouse,3 ,313 USD,01-01-2026,Facundo Acosta
Teclado,3 ,368 USD,01-01-2026,María García
Teclado, 2,787 USD,2026-01-01,María García
Laptop,1,647 USD,2026-01-01,Ana Martínez
Teclado,5,800 USD,2026.01.01,Luis Fernández
Mouse,3 ,166 USD,01-01-2026,Valeria Sosa
Monitor,5,426 USD,01-01-2026,Pedro Gómez
Teclado,1,801 USD,2026.01.01,Elena Torres
Teclado,1,61 USD,2026.01.01,Jorge Romero
